"","Time","Exp","Concentration","seed_value","c.pred","c.pred.u","c.pred.l"
"320",1.901,"Exp 4",9.8e-05,1.85184,9.65422711946231e-05,9.91239285840194e-05,9.39606138052267e-05
"321",0.0048,"Exp 5",5.34e-05,2.3148,6.05750222507414e-05,6.27722741364039e-05,5.83777703650789e-05
"322",0.0288,"Exp 5",6.25e-05,2.3148,6.23474734077513e-05,6.45447252934138e-05,6.01502215220888e-05
"323",0.0528,"Exp 5",6.47e-05,2.3148,6.40602459508208e-05,6.62574978364833e-05,6.18629940651583e-05
"324",0.0768,"Exp 5",6.66e-05,2.3148,6.57097019217059e-05,6.79069538073684e-05,6.35124500360434e-05
"325",0.1008,"Exp 5",6.84e-05,2.3148,6.72929616484964e-05,6.94902135341589e-05,6.50957097628339e-05
"326",0.1248,"Exp 5",7.02e-05,2.3148,6.88078871868987e-05,7.10051390725612e-05,6.66106353012362e-05
"327",0.1488,"Exp 5",7.17e-05,2.3148,7.02530515181462e-05,7.24503034038087e-05,6.80557996324837e-05
"328",0.1728,"Exp 5",7.26e-05,2.3148,7.16276959892891e-05,7.38249478749516e-05,6.94304441036266e-05
"329",0.1968,"Exp 5",7.4e-05,2.3148,7.29316786084823e-05,7.51289304941448e-05,7.07344267228198e-05
"330",0.2208,"Exp 5",7.56e-05,2.3148,7.41654157903028e-05,7.63626676759653e-05,7.19681639046403e-05
"331",0.2448,"Exp 5",7.64e-05,2.3148,7.532982000939e-05,7.75270718950525e-05,7.31325681237275e-05
"332",0.2688,"Exp 5",7.7e-05,2.3148,7.64262355937118e-05,7.86234874793743e-05,7.42289837080493e-05
"333",0.2928,"Exp 5",7.79e-05,2.3148,7.74563746009237e-05,7.96536264865862e-05,7.52591227152612e-05
"334",0.3168,"Exp 5",7.94e-05,2.3148,7.84222544000195e-05,8.0619506285682e-05,7.6225002514357e-05
"335",0.3408,"Exp 5",8e-05,2.3148,7.93261382495487e-05,8.15233901352112e-05,7.71288863638862e-05
"336",0.3648,"Exp 5",8.04e-05,2.3148,8.01704798422261e-05,8.23677317278886e-05,7.79732279565637e-05
"337",0.3888,"Exp 5",8.1e-05,2.3148,8.09578724880159e-05,8.31551243736784e-05,7.87606206023534e-05
"338",0.4128,"Exp 5",8.2e-05,2.3148,8.16910033432127e-05,8.38882552288752e-05,7.94937514575502e-05
"339",0.4368,"Exp 5",8.25e-05,2.3148,8.23726128669675e-05,8.456986475263e-05,8.01753609813051e-05
"340",0.4608,"Exp 5",8.28e-05,2.3148,8.3005459500922e-05,8.52027113865845e-05,8.08082076152595e-05
"341",0.4848,"Exp 5",8.33e-05,2.3148,8.35922894212775e-05,8.578954130694e-05,8.1395037535615e-05
"342",0.5088,"Exp 5",8.39e-05,2.3148,8.41358111029542e-05,8.63330629886167e-05,8.19385592172917e-05
"343",0.5328,"Exp 5",8.4e-05,2.3148,8.46386743585302e-05,8.68359262441927e-05,8.24414224728677e-05
"344",0.5568,"Exp 5",8.44e-05,2.3148,8.51034534657713e-05,8.73007053514338e-05,8.29062015801088e-05
"345",0.5808,"Exp 5",8.5e-05,2.3148,8.55326339719714e-05,8.77298858576339e-05,8.33353820863089e-05
"346",0.6048,"Exp 5",8.52e-05,2.3148,8.59286027563689e-05,8.81258546420314e-05,8.37313508707064e-05
"347",0.6288,"Exp 5",8.55e-05,2.3148,8.62936409392929e-05,8.84908928249554e-05,8.40963890536304e-05
"348",0.6528,"Exp 5",8.58e-05,2.3148,8.66299192446193e-05,8.88271711302818e-05,8.44326673589569e-05
"349",0.6768,"Exp 5",8.64e-05,2.3148,8.69394954473398e-05,8.91367473330023e-05,8.47422435616773e-05
"350",0.7008,"Exp 5",8.61e-05,2.3148,8.72243135678681e-05,8.94215654535306e-05,8.50270616822056e-05
"351",0.7248,"Exp 5",8.64e-05,2.3148,8.74862045069832e-05,8.96834563926457e-05,8.52889526213207e-05
"352",0.7488,"Exp 5",8.71e-05,2.3148,8.77268878483461e-05,8.99241397340086e-05,8.55296359626836e-05
"353",0.7728,"Exp 5",8.76e-05,2.3148,8.79479745880902e-05,9.01452264737526e-05,8.57507227024277e-05
"354",0.7969,"Exp 5",8.72e-05,2.3148,8.81517805502058e-05,9.03490324358683e-05,8.59545286645433e-05
"355",0.8209,"Exp 5",8.72e-05,2.3148,8.83380237759881e-05,9.05352756616506e-05,8.61407718903256e-05
"356",0.8449,"Exp 5",8.79e-05,2.3148,8.85088941253264e-05,9.07061460109889e-05,8.63116422396639e-05
"357",0.8689,"Exp 5",8.79e-05,2.3148,8.86656069779355e-05,9.0862858863598e-05,8.6468355092273e-05
"358",0.8929,"Exp 5",8.79e-05,2.3148,8.88092903454098e-05,9.10065422310723e-05,8.66120384597473e-05
"359",0.9169,"Exp 5",8.82e-05,2.3148,8.89409897043125e-05,9.1138241589975e-05,8.674373781865e-05
"360",0.9409,"Exp 5",8.82e-05,2.3148,8.90616728177709e-05,9.12589247034334e-05,8.68644209321084e-05
"361",0.9649,"Exp 5",8.82e-05,2.3148,8.91722344888053e-05,9.13694863744678e-05,8.69749826031428e-05
"362",0.9889,"Exp 5",8.89e-05,2.3148,8.92735012010269e-05,9.14707530866894e-05,8.70762493153644e-05
"363",1.013,"Exp 5",8.89e-05,2.3148,8.93666051591105e-05,9.1563857044773e-05,8.7169353273448e-05
"364",1.037,"Exp 5",8.85e-05,2.3148,8.94514791974687e-05,9.16487310831312e-05,8.72542273118062e-05
"365",1.061,"Exp 5",8.9e-05,2.3148,8.95291744679399e-05,9.17264263536024e-05,8.73319225822775e-05
"366",1.085,"Exp 5",8.94e-05,2.3148,8.96002871165292e-05,9.17975390021917e-05,8.74030352308667e-05
"367",1.109,"Exp 5",8.9e-05,2.3148,8.96653655955775e-05,9.18626174812399e-05,8.7468113709915e-05
"368",1.133,"Exp 5",8.9e-05,2.3148,8.9724914179917e-05,9.19221660655795e-05,8.75276622942545e-05
"369",1.157,"Exp 5",8.94e-05,2.3148,8.97793962744014e-05,9.19766481600639e-05,8.7582144388739e-05
"370",1.181,"Exp 5",8.92e-05,2.3148,8.98292375160987e-05,9.20264894017612e-05,8.76319856304362e-05
"371",1.205,"Exp 5",8.95e-05,2.3148,8.98748286763663e-05,9.20720805620288e-05,8.76775767907038e-05
"372",1.229,"Exp 5",9e-05,2.3148,8.99165283694792e-05,9.21137802551417e-05,8.77192764838167e-05
"373",1.253,"Exp 5",8.99e-05,2.3148,8.9954665575527e-05,9.21519174611895e-05,8.77574136898645e-05
"374",1.277,"Exp 5",8.95e-05,2.3148,8.99895419860169e-05,9.21867938716794e-05,8.77922901003544e-05
"375",1.301,"Exp 5",8.99e-05,2.3148,9.00214341810668e-05,9.22186860667293e-05,8.78241822954043e-05
"376",1.325,"Exp 5",9.02e-05,2.3148,9.00505956473087e-05,9.22478475329712e-05,8.78533437616462e-05
"377",1.349,"Exp 5",8.99e-05,2.3148,9.00772586456839e-05,9.22745105313464e-05,8.78800067600214e-05
"378",1.373,"Exp 5",8.97e-05,2.3148,9.01016359382363e-05,9.22988878238988e-05,8.79043840525738e-05
"379",1.397,"Exp 5",9.04e-05,2.3148,9.01239223828363e-05,9.23211742684988e-05,8.79266704971738e-05
"380",1.421,"Exp 5",9.02e-05,2.3148,9.0144296404506e-05,9.23415482901685e-05,8.79470445188435e-05
"381",1.445,"Exp 5",9.02e-05,2.3148,9.01629213517058e-05,9.23601732373683e-05,8.79656694660433e-05
"382",1.469,"Exp 5",9.06e-05,2.3148,9.01799467455857e-05,9.23771986312482e-05,8.79826948599232e-05
"383",1.493,"Exp 5",9.02e-05,2.3148,9.01955094298194e-05,9.23927613154819e-05,8.79982575441569e-05
"384",1.517,"Exp 5",9.04e-05,2.3148,9.02097346282466e-05,9.24069865139091e-05,8.80124827425841e-05
"385",1.541,"Exp 5",9.11e-05,2.3148,9.02227369171385e-05,9.2419988802801e-05,8.8025485031476e-05
"386",1.565,"Exp 5",9.06e-05,2.3148,9.02346211184995e-05,9.2431873004162e-05,8.8037369232837e-05
"387",1.589,"Exp 5",9.06e-05,2.3148,9.02454831204193e-05,9.24427350060818e-05,8.80482312347568e-05
"388",1.613,"Exp 5",9.11e-05,2.3148,9.02554106300977e-05,9.24526625157602e-05,8.80581587444352e-05
"389",1.637,"Exp 5",9.09e-05,2.3148,9.02644838647904e-05,9.24617357504529e-05,8.80672319791279e-05
"390",1.661,"Exp 5",9.09e-05,2.3148,9.02727761855616e-05,9.24700280712241e-05,8.80755242998991e-05
"391",1.685,"Exp 5",9.13e-05,2.3148,9.02803546783826e-05,9.24776065640451e-05,8.80831027927201e-05
"392",1.709,"Exp 5",9.13e-05,2.3148,9.02872806867908e-05,9.24845325724533e-05,8.80900288011283e-05
"393",1.733,"Exp 5",9.09e-05,2.3148,9.02936103000112e-05,9.24908621856737e-05,8.80963584143487e-05
"394",1.757,"Exp 5",9.14e-05,2.3148,9.02993948001518e-05,9.24966466858143e-05,8.81021429144893e-05
"395",1.781,"Exp 5",9.16e-05,2.3148,9.03046810718106e-05,9.25019329574731e-05,8.81074291861481e-05
"396",1.805,"Exp 5",9.09e-05,2.3148,9.03095119771755e-05,9.2506763862838e-05,8.8112260091513e-05
"397",1.829,"Exp 5",9.13e-05,2.3148,9.03139266994572e-05,9.25111785851197e-05,8.81166748137947e-05
"398",1.853,"Exp 5",9.18e-05,2.3148,9.03179610572764e-05,9.25152129429389e-05,8.81207091716139e-05
"399",1.877,"Exp 5",9.18e-05,2.3148,9.03216477924133e-05,9.25188996780758e-05,8.81243959067508e-05
"400",1.901,"Exp 5",9.14e-05,2.3148,9.03250168331408e-05,9.25222687188033e-05,8.81277649474783e-05
"401",0.0048,"Exp 6",4.72e-05,3.19442,5.10062366320366e-05,5.21384880379933e-05,4.98739852260798e-05
"402",0.0288,"Exp 6",5.25e-05,3.19442,5.2359690681425e-05,5.34919420873818e-05,5.12274392754682e-05
"403",0.0528,"Exp 6",5.42e-05,3.19442,5.3657693824741e-05,5.47899452306978e-05,5.25254424187842e-05
"404",0.0768,"Exp 6",5.56e-05,3.19442,5.48983793122117e-05,5.60306307181685e-05,5.37661279062549e-05
"405",0.1008,"Exp 6",5.68e-05,3.19442,5.60805090790535e-05,5.72127604850103e-05,5.49482576730967e-05
"406",0.1248,"Exp 6",5.78e-05,3.19442,5.72034353639385e-05,5.83356867698953e-05,5.60711839579818e-05
"407",0.1488,"Exp 6",5.89e-05,3.19442,5.82670538241654e-05,5.93993052301222e-05,5.71348024182086e-05
"408",0.1728,"Exp 6",5.99e-05,3.19442,5.92717506181255e-05,6.04040020240823e-05,5.81394992121688e-05
"409",0.1968,"Exp 6",6.08e-05,3.19442,6.02183457901118e-05,6.13505971960686e-05,5.90860943841551e-05
"410",0.2208,"Exp 6",6.18e-05,3.19442,6.11080350675577e-05,6.22402864735145e-05,5.99757836616009e-05
"411",0.2448,"Exp 6",6.25e-05,3.19442,6.1942331896563e-05,6.30745833025197e-05,6.08100804906062e-05
"412",0.2688,"Exp 6",6.32e-05,3.19442,6.27230112259888e-05,6.38552626319456e-05,6.1590759820032e-05
"413",0.2928,"Exp 6",6.37e-05,3.19442,6.34520562274671e-05,6.45843076334239e-05,6.23198048215104e-05
"414",0.3168,"Exp 6",6.43e-05,3.19442,6.41316088274138e-05,6.52638602333706e-05,6.29993574214571e-05
"415",0.3408,"Exp 6",6.48e-05,3.19442,6.47639246414369e-05,6.58961760473937e-05,6.36316732354801e-05
"416",0.3648,"Exp 6",6.53e-05,3.19442,6.53513326503373e-05,6.64835840562941e-05,6.42190812443806e-05
"417",0.3888,"Exp 6",6.59e-05,3.19442,6.58961997448899e-05,6.70284511508467e-05,6.47639483389331e-05
"418",0.4128,"Exp 6",6.65e-05,3.19442,6.64009000949405e-05,6.75331515008973e-05,6.52686486889837e-05
"419",0.4368,"Exp 6",6.68e-05,3.19442,6.68677891656334e-05,6.80000405715902e-05,6.57355377596766e-05
"420",0.4608,"Exp 6",6.72e-05,3.19442,6.72991821065381e-05,6.84314335124949e-05,6.61669307005813e-05
"421",0.4848,"Exp 6",6.76e-05,3.19442,6.76973361737525e-05,6.88295875797093e-05,6.65650847677957e-05
"422",0.5088,"Exp 6",6.77e-05,3.19442,6.8064436805869e-05,6.91966882118258e-05,6.69321853999122e-05
"423",0.5328,"Exp 6",6.8e-05,3.19442,6.84025869570993e-05,6.95348383630561e-05,6.72703355511425e-05
"424",0.5568,"Exp 6",6.84e-05,3.19442,6.87137992902006e-05,6.98460506961574e-05,6.75815478842438e-05
"425",0.5808,"Exp 6",6.86e-05,3.19442,6.89999908439061e-05,7.01322422498629e-05,6.78677394379493e-05
"426",0.6048,"Exp 6",6.88e-05,3.19442,6.92629798106813e-05,7.03952312166381e-05,6.81307284047245e-05
"427",0.6288,"Exp 6",6.92e-05,3.19442,6.95044840877228e-05,7.06367354936795e-05,6.8372232681766e-05
"428",0.6528,"Exp 6",6.95e-05,3.19442,6.97261212946907e-05,7.08583727006475e-05,6.85938698887339e-05
"429",0.6768,"Exp 6",6.97e-05,3.19442,6.99294099837734e-05,7.10616613897302e-05,6.87971585778166e-05
"430",0.7008,"Exp 6",6.99e-05,3.19442,7.01157717998205e-05,7.12480232057772e-05,6.89835203938637e-05
"431",0.7248,"Exp 6",7e-05,3.19442,7.02865343793943e-05,7.14187857853511e-05,6.91542829734375e-05
"432",0.7488,"Exp 6",6.99e-05,3.19442,7.04429348069262e-05,7.1575186212883e-05,6.93106834009694e-05
"433",0.7728,"Exp 6",7.01e-05,3.19442,7.05861234732586e-05,7.17183748792154e-05,6.94538720673018e-05
"434",0.7969,"Exp 6",7.03e-05,3.19442,7.07176902302162e-05,7.1849941636173e-05,6.95854388242594e-05
"435",0.8209,"Exp 6",7.03e-05,3.19442,7.0837536079373e-05,7.19697874853298e-05,6.97052846734162e-05
"436",0.8449,"Exp 6",7.05e-05,3.19442,7.09471468854133e-05,7.20793982913701e-05,6.98148954794565e-05
"437",0.8689,"Exp 6",7.05e-05,3.19442,7.10473685076644e-05,7.21796199136212e-05,6.99151171017077e-05
"438",0.8929,"Exp 6",7.08e-05,3.19442,7.11389816212969e-05,7.22712330272537e-05,7.00067302153401e-05
"439",0.9169,"Exp 6",7.1e-05,3.19442,7.1222705940179e-05,7.23549573461358e-05,7.00904545342222e-05
"440",0.9409,"Exp 6",7.09e-05,3.19442,7.12992043080289e-05,7.24314557139857e-05,7.01669529020721e-05
"441",0.9649,"Exp 6",7.11e-05,3.19442,7.13690866329487e-05,7.25013380389055e-05,7.02368352269919e-05
"442",0.9889,"Exp 6",7.1e-05,3.19442,7.14329136478278e-05,7.25651650537845e-05,7.0300662241871e-05
"443",1.013,"Exp 6",7.11e-05,3.19442,7.14914324318342e-05,7.2623683837791e-05,7.03591810258774e-05
"444",1.037,"Exp 6",7.11e-05,3.19442,7.15446318268227e-05,7.26768832327795e-05,7.04123804208659e-05
"445",1.061,"Exp 6",7.13e-05,3.19442,7.15931995755651e-05,7.27254509815219e-05,7.04609481696083e-05
"446",1.085,"Exp 6",7.13e-05,3.19442,7.16375333850446e-05,7.27697847910014e-05,7.05052819790878e-05
"447",1.109,"Exp 6",7.15e-05,3.19442,7.1677997742699e-05,7.28102491486558e-05,7.05457463367422e-05
"448",1.133,"Exp 6",7.16e-05,3.19442,7.17149265338454e-05,7.28471779398022e-05,7.05826751278886e-05
"449",1.157,"Exp 6",7.16e-05,3.19442,7.17486254799027e-05,7.28808768858595e-05,7.06163740739459e-05
"450",1.181,"Exp 6",7.17e-05,3.19442,7.17793744048338e-05,7.29116258107906e-05,7.0647122998877e-05
"451",1.205,"Exp 6",7.15e-05,3.19442,7.18074293379054e-05,7.29396807438621e-05,7.06751779319486e-05
"452",1.229,"Exp 6",7.15e-05,3.19442,7.18330244612738e-05,7.29652758672306e-05,7.07007730553171e-05
"453",1.253,"Exp 6",7.16e-05,3.19442,7.18563739111058e-05,7.29886253170626e-05,7.0724122505149e-05
"454",1.277,"Exp 6",7.17e-05,3.19442,7.18776734409767e-05,7.30099248469335e-05,7.074542203502e-05
"455",1.301,"Exp 6",7.2e-05,3.19442,7.1897101956197e-05,7.30293533621538e-05,7.07648505502402e-05
"456",1.325,"Exp 6",7.21e-05,3.19442,7.19148229275214e-05,7.30470743334782e-05,7.07825715215646e-05
"457",1.349,"Exp 6",7.22e-05,3.19442,7.19309856924306e-05,7.30632370983874e-05,7.07987342864738e-05
"458",1.373,"Exp 6",7.21e-05,3.19442,7.19457266518525e-05,7.30779780578093e-05,7.08134752458957e-05
"459",1.397,"Exp 6",7.22e-05,3.19442,7.19591703698365e-05,7.30914217757933e-05,7.08269189638797e-05
"460",1.421,"Exp 6",7.21e-05,3.19442,7.19714305833112e-05,7.3103681989268e-05,7.08391791773544e-05
"461",1.445,"Exp 6",7.21e-05,3.19442,7.19826111286652e-05,7.3114862534622e-05,7.08503597227084e-05
"462",1.469,"Exp 6",7.22e-05,3.19442,7.19928067914945e-05,7.31250581974513e-05,7.08605553855377e-05
"463",1.493,"Exp 6",7.22e-05,3.19442,7.20021040854644e-05,7.31343554914212e-05,7.08698526795076e-05
"464",1.517,"Exp 6",7.21e-05,3.19442,7.20105819658496e-05,7.31428333718064e-05,7.08783305598928e-05
"465",1.541,"Exp 6",7.24e-05,3.19442,7.20183124829394e-05,7.31505638888962e-05,7.08860610769826e-05
"466",1.565,"Exp 6",7.24e-05,3.19442,7.20253613801335e-05,7.31576127860903e-05,7.08931099741767e-05
"467",1.589,"Exp 6",7.25e-05,3.19442,7.20317886412109e-05,7.31640400471677e-05,7.08995372352541e-05
"468",1.613,"Exp 6",7.24e-05,3.19442,7.20376489909232e-05,7.316990039688e-05,7.09053975849665e-05
"469",1.637,"Exp 6",7.25e-05,3.19442,7.20429923527559e-05,7.31752437587127e-05,7.09107409467991e-05
"470",1.661,"Exp 6",7.23e-05,3.19442,7.20478642674058e-05,7.31801156733625e-05,7.0915612861449e-05
"471",1.685,"Exp 6",7.23e-05,3.19442,7.20523062752516e-05,7.31845576812084e-05,7.09200548692948e-05
"472",1.709,"Exp 6",7.24e-05,3.19442,7.20563562658367e-05,7.31886076717935e-05,7.09241048598799e-05
"473",1.733,"Exp 6",7.24e-05,3.19442,7.20600487971409e-05,7.31923002030977e-05,7.09277973911841e-05
"474",1.757,"Exp 6",7.24e-05,3.19442,7.20634153872013e-05,7.3195666793158e-05,7.09311639812445e-05
"475",1.781,"Exp 6",7.24e-05,3.19442,7.20664847804288e-05,7.31987361863856e-05,7.0934233374472e-05
"476",1.805,"Exp 6",7.25e-05,3.19442,7.20692831907795e-05,7.32015345967363e-05,7.09370317848227e-05
"477",1.829,"Exp 6",7.25e-05,3.19442,7.20718345237607e-05,7.32040859297175e-05,7.09395831178039e-05
"478",1.853,"Exp 6",7.25e-05,3.19442,7.20741605790872e-05,7.3206411985044e-05,7.09419091731305e-05
"479",1.877,"Exp 6",7.25e-05,3.19442,7.20762812356537e-05,7.32085326416105e-05,7.0944029829697e-05
"480",1.901,"Exp 6",7.29e-05,3.19442,7.20782146203471e-05,7.32104660263039e-05,7.09459632143903e-05
